iteration,reward_mean,length_mean,games,loss
52500,8.0,11.0,8,0.011658316478133202
53000,14.0,17.0,8,0.01141501497477293
53500,14.62,17.62,8,0.016533581539988518
54000,18.62,21.62,8,0.028055742383003235
54500,7.88,10.88,8,0.006811897736042738
55000,13.0,16.0,8,0.011119808070361614
55500,13.38,16.38,8,0.02466449700295925
56000,13.38,16.38,8,0.023254089057445526
56500,12.38,15.38,8,0.013440018519759178
57000,13.75,16.75,8,0.02236158587038517
57500,12.88,15.88,8,0.008592595346271992
58000,12.38,15.38,8,0.015373984351754189
58500,9.38,12.38,8,0.017079290002584457
59000,13.25,16.25,8,0.027921753004193306
59500,14.38,17.38,8,0.02024613507091999
60000,16.12,19.12,8,0.014533552341163158
60500,14.62,17.62,8,0.013150961138308048
61000,15.12,18.12,8,0.016094865277409554
61500,14.5,17.5,8,0.016509519889950752
62000,15.62,18.62,8,0.027688024565577507
62500,8.62,11.62,8,0.009136594831943512
63000,17.38,20.38,8,0.015573831275105476
63500,15.25,18.25,8,0.01653052307665348
64000,14.25,17.25,8,0.007971447892487049
64500,12.0,15.0,8,0.009930486790835857
65000,8.38,11.38,8,0.012587669305503368
65500,14.0,17.0,8,0.017201824113726616
66000,16.0,19.0,8,0.00931352749466896
66500,13.12,16.12,8,0.01224085409194231
67000,9.0,12.0,8,0.00636356882750988
67500,11.5,14.5,8,0.029487285763025284
68000,15.38,18.38,8,0.007571128662675619
68500,19.0,22.0,8,0.006930727511644363
69000,9.88,12.88,8,0.010505949147045612
69500,14.5,17.5,8,0.012417714111506939
70000,17.0,20.0,8,0.012581315822899342
70500,14.5,17.5,8,0.02520579844713211
71000,14.0,17.0,8,0.016288772225379944
71500,15.88,18.88,8,0.021959470584988594
72000,16.62,19.62,8,0.013103539124131203
72500,13.89,16.89,9,0.006606350652873516
73000,17.0,20.0,8,0.008864154107868671
73500,10.5,13.5,8,0.018550731241703033
74000,11.12,14.12,8,0.012334124185144901
74500,19.25,22.25,8,0.010349870659410954
75000,7.88,10.88,8,0.023634063079953194
75500,15.0,18.0,8,0.009833126328885555
76000,18.62,21.62,8,0.01909724250435829
76500,13.5,16.5,8,0.023252617567777634
77000,12.0,15.0,8,0.027642780914902687
77500,15.12,18.12,8,0.010199624113738537
78000,16.75,19.75,8,0.012681204825639725
78500,14.88,17.88,8,0.00866788998246193
79000,16.88,19.88,8,0.021472331136465073
79500,15.12,18.12,8,0.01553144957870245
80000,16.5,19.5,8,0.015374579466879368
80500,14.62,17.62,8,0.006920429412275553
81000,13.25,16.25,8,0.019694017246365547
81500,16.75,19.75,8,0.012268368154764175
82000,14.38,17.38,8,0.016951367259025574
82500,20.12,23.12,8,0.026483997702598572
83000,8.78,11.78,9,0.004393653478473425
83500,13.75,16.75,8,0.009738322347402573
84000,10.88,13.88,8,0.02000538446009159
84500,17.5,20.5,8,0.014405535534024239
85000,12.75,15.75,8,0.020122766494750977
85500,19.88,22.88,8,0.024355214089155197
86000,13.75,16.75,8,0.010040576569736004
86500,14.12,17.12,8,0.005313234869390726
87000,11.25,14.25,8,0.007383185904473066
87500,15.75,18.75,8,0.011576620861887932
88000,13.0,16.0,8,0.01422023307532072
88500,16.12,19.12,8,0.02616775780916214
89000,12.5,15.5,8,0.028941897675395012
89500,14.62,17.62,8,0.009849983267486095
90000,14.75,17.75,8,0.009279469028115273
90500,18.0,21.0,8,0.010405011475086212
91000,20.5,23.5,8,0.007187721785157919
91500,13.5,16.5,8,0.010802620090544224
92000,10.62,13.62,8,0.013733131811022758
92500,14.38,17.38,8,0.029503673315048218
93000,11.75,14.75,8,0.02237088605761528
93500,18.25,21.25,8,0.01495007798075676
94000,17.12,20.12,8,0.05805258825421333
94500,16.5,19.5,8,0.028508905321359634
95000,19.38,22.38,8,0.006934392731636763
95500,18.25,21.25,8,0.0235500019043684
96000,18.88,21.88,8,0.015593811869621277
96500,12.5,15.5,8,0.016938475891947746
97000,14.62,17.62,8,0.03447255492210388
97500,16.0,19.0,8,0.02205115184187889
98000,19.38,22.38,8,0.018022235482931137
98500,18.88,21.88,8,0.034974876791238785
99000,13.88,16.88,8,0.01965254917740822
99500,17.0,20.0,8,0.013289321213960648
100000,18.75,21.75,8,0.012096051126718521
100500,14.25,17.25,8,0.020730454474687576
101000,10.25,13.25,8,0.01906469650566578
101500,19.38,22.38,8,0.032956868410110474
102000,11.38,14.38,8,0.014448931440711021
102500,14.0,17.0,8,0.028536196798086166
103000,17.0,20.0,8,0.04020088538527489
103500,17.0,20.0,8,0.021303102374076843
104000,16.0,19.0,8,0.018504701554775238
104500,17.75,20.75,8,0.01260817889124155
105000,16.5,19.5,8,0.026236984878778458
105500,12.12,15.12,8,0.008006321266293526
106000,18.25,21.25,8,0.010945103131234646
106500,14.25,17.25,8,0.00903227087110281
107000,14.75,17.75,8,0.012517462484538555
107500,14.75,17.75,8,0.018051011487841606
108000,11.38,14.38,8,0.02138681150972843
108500,19.0,22.0,8,0.01818927563726902
109000,17.0,20.0,8,0.007618444971740246
109500,15.62,18.62,8,0.02284323237836361
110000,13.0,16.0,8,0.03795614838600159
110500,10.5,13.5,8,0.011635897681117058
111000,12.5,15.5,8,0.009908120147883892
111500,13.12,16.12,8,0.01171858236193657
112000,21.75,24.75,8,0.015980275347828865
112500,18.38,21.38,8,0.04275069758296013
113000,17.75,20.75,8,0.016266867518424988
113500,19.12,22.12,8,0.01094528753310442
114000,13.5,16.5,8,0.012818651273846626
114500,15.5,18.5,8,0.0608195997774601
115000,12.5,15.5,8,0.02046344429254532
115500,13.88,16.88,8,0.020033981651067734
116000,15.5,18.5,8,0.01851891353726387
116500,10.38,13.38,8,0.010079960338771343
117000,16.25,19.25,8,0.0682675838470459
117500,14.75,17.75,8,0.0229051373898983
118000,17.62,20.62,8,0.009158466011285782
118500,17.0,20.0,8,0.004169692285358906
119000,19.25,22.25,8,0.012646512128412724
119500,19.5,22.5,8,0.017640886828303337
120000,9.5,12.5,8,0.05676095187664032
120500,15.88,18.88,8,0.018427537754178047
121000,16.88,19.88,8,0.01044079102575779
121500,11.25,14.25,8,0.015843290835618973
122000,17.88,20.88,8,0.04571940004825592
122500,16.5,19.5,8,0.032254405319690704
123000,19.12,22.12,8,0.006372824311256409
123500,11.12,14.12,8,0.04413992911577225
124000,15.62,18.62,8,0.018374428153038025
124500,17.25,20.25,8,0.005288401152938604
125000,19.0,22.0,8,0.01633608713746071
125500,15.38,18.38,8,0.00959798227995634
126000,14.25,17.25,8,0.0567195862531662
126500,20.25,23.25,8,0.039610348641872406
127000,14.75,17.75,8,0.007372125051915646
127500,11.12,14.12,8,0.00501199159771204
128000,22.62,25.62,8,0.01554722711443901
128500,13.0,16.0,8,0.03790559619665146
129000,18.5,21.5,8,0.010253357701003551
129500,18.75,21.75,8,0.010235901921987534
130000,18.75,21.75,8,0.015181274153292179
130500,15.38,18.38,8,0.014549673534929752
131000,16.12,19.12,8,0.012346232309937477
131500,9.38,12.38,8,0.015501224435865879
132000,13.75,16.75,8,0.010895481333136559
132500,13.5,16.5,8,0.020387297496199608
133000,12.88,15.88,8,0.013854347169399261
133500,10.88,13.88,8,0.006864828523248434
134000,18.25,21.25,8,0.05473930016160011
134500,18.25,21.25,8,0.005944369826465845
135000,15.62,18.62,8,0.007429939229041338
135500,13.75,16.75,8,0.07455018907785416
136000,12.0,15.0,8,0.0070466455072164536
136500,15.25,18.25,8,0.015002061612904072
137000,18.62,21.62,8,0.016845649108290672
137500,10.5,13.5,8,0.007907701656222343
138000,13.0,16.0,8,0.029084462672472
138500,16.12,19.12,8,0.02160218544304371
139000,20.12,23.12,8,0.020708076655864716
139500,9.0,12.0,8,0.009771485812962055
140000,16.62,19.62,8,0.007496412843465805
140500,12.88,15.88,8,0.01742754876613617
141000,18.38,21.38,8,0.008996277116239071
141500,12.75,15.75,8,0.02322985604405403
142000,9.62,12.62,8,0.005525725893676281
142500,18.5,21.5,8,0.02999313361942768
143000,14.75,17.75,8,0.008682268671691418
143500,12.5,15.5,8,0.016166843473911285
144000,14.0,17.0,8,0.013745906762778759
144500,18.12,21.12,8,0.00778744975104928
145000,12.75,15.75,8,0.012727444991469383
145500,13.75,16.75,8,0.006858375854790211
146000,13.88,16.88,8,0.006563395261764526
146500,13.0,16.0,8,0.009115105494856834
147000,14.75,17.75,8,0.02863396517932415
147500,15.0,18.0,8,0.010705174878239632
148000,11.0,14.0,8,0.019415007904171944
148500,15.25,18.25,8,0.0120594697073102
149000,15.88,18.88,8,0.008291841484606266
149500,16.88,19.88,8,0.0160702932626009
150000,15.75,18.75,8,0.023250821977853775
150500,13.5,16.5,8,0.007839785888791084
151000,12.38,15.38,8,0.005701227113604546
151500,14.62,17.62,8,0.01078424695879221
152000,18.75,21.75,8,0.024311818182468414
152500,13.5,16.5,8,0.021127110347151756
153000,16.38,19.38,8,0.005891401786357164
153500,19.38,22.38,8,0.01495053805410862
154000,21.0,24.0,8,0.013838418759405613
154500,13.38,16.38,8,0.015742478892207146
155000,8.62,11.62,8,0.011221211403608322
155500,11.5,14.5,8,0.005102664232254028
156000,14.62,17.62,8,0.014852712862193584
156500,13.88,16.88,8,0.0168264489620924
157000,9.38,12.38,8,0.006472834385931492
157500,12.5,15.5,8,0.009611111134290695
158000,13.12,16.12,8,0.009807981550693512
158500,19.88,22.88,8,0.026982614770531654
159000,14.0,17.0,8,0.021610846742987633
159500,12.25,15.25,8,0.017998630180954933
160000,14.0,17.0,8,0.010625723749399185
160500,13.0,16.0,8,0.03272566944360733
161000,8.12,11.12,8,0.010767417959868908
161500,16.38,19.38,8,0.016985028982162476
162000,15.25,18.25,8,0.015115272253751755
162500,18.75,21.75,8,0.03710932284593582
163000,15.75,18.75,8,0.01853642612695694
163500,15.12,18.12,8,0.007037077099084854
164000,14.62,17.62,8,0.019219359382987022
164500,11.75,14.75,8,0.030856603756546974
165000,14.25,17.25,8,0.010634731501340866
165500,20.75,23.75,8,0.048818834125995636
166000,11.88,14.88,8,0.013437140733003616
166500,18.88,21.88,8,0.026415448635816574
167000,12.38,15.38,8,0.036800798028707504
167500,13.38,16.38,8,0.019464055076241493
168000,15.75,18.75,8,0.02074373885989189
168500,16.88,19.88,8,0.04163665696978569
169000,9.12,12.12,8,0.009670732542872429
169500,20.12,23.12,8,0.006683213170617819
170000,21.75,24.75,8,0.04701687768101692
170500,21.25,24.25,8,0.016501158475875854
171000,11.62,14.62,8,0.03088078461587429
171500,20.75,23.75,8,0.029692305251955986
172000,14.5,17.5,8,0.011013997718691826
172500,20.62,23.62,8,0.026988593861460686
173000,21.38,24.38,8,0.05245394632220268
173500,17.62,20.62,8,0.028910281136631966
174000,13.25,16.25,8,0.006119821686297655
174500,11.75,14.75,8,0.010107849724590778
175000,9.12,12.12,8,0.010894978418946266
175500,16.0,19.0,8,0.006697157863527536
176000,10.62,13.62,8,0.01839340850710869
176500,15.5,18.5,8,0.012735703960061073
177000,13.75,16.75,8,0.06658343970775604
177500,10.62,13.62,8,0.013722733594477177
178000,12.88,15.88,8,0.04672593995928764
178500,9.62,12.62,8,0.058647383004426956
179000,16.0,19.0,8,0.026373963803052902
179500,19.88,22.88,8,0.010821678675711155
180000,20.25,23.25,8,0.010035138577222824
180500,20.25,23.25,8,0.014279738999903202
181000,18.25,21.25,8,0.03574494644999504
181500,20.25,23.25,8,0.02559119462966919
182000,9.25,12.25,8,0.008161318488419056
182500,20.12,23.12,8,0.008067806251347065
183000,16.12,19.12,8,0.03484711796045303
183500,15.62,18.62,8,0.01840275526046753
184000,17.5,20.5,8,0.00927811861038208
184500,19.25,22.25,8,0.025180410593748093
185000,21.5,24.5,8,0.03220024332404137
185500,16.0,19.0,8,0.030551765114068985
186000,14.5,17.5,8,0.011833262629806995
186500,10.12,13.12,8,0.012436356395483017
187000,12.12,15.12,8,0.07352232187986374
187500,20.62,23.62,8,0.010031619109213352
188000,20.5,23.5,8,0.06011984869837761
188500,15.75,18.75,8,0.041718076914548874
189000,25.62,28.62,8,0.06155065447092056
189500,21.0,24.0,8,0.03149744123220444
190000,18.62,21.62,8,0.04600326344370842
190500,14.62,17.62,8,0.008998009376227856
191000,18.88,21.88,8,0.007597672287374735
191500,8.0,11.0,8,0.022430116310715675
192000,16.62,19.62,8,0.007834363728761673
192500,12.0,15.0,8,0.01838548481464386
193000,16.25,19.25,8,0.008680596016347408
193500,13.38,16.38,8,0.00493687903508544
194000,22.38,25.38,8,0.030049631372094154
194500,13.62,16.62,8,0.009418138302862644
195000,20.88,23.88,8,0.026298828423023224
195500,17.5,20.5,8,0.009614264592528343
196000,18.0,21.0,8,0.008281083777546883
196500,14.0,17.0,8,0.027028212323784828
197000,15.25,18.25,8,0.03232971206307411
197500,20.5,23.5,8,0.019091444090008736
198000,11.5,14.5,8,0.01877843588590622
198500,17.62,20.62,8,0.014670096337795258
199000,14.62,17.62,8,0.023218927904963493
199500,18.0,21.0,8,0.04714677855372429
200000,8.12,11.12,8,0.027352578938007355
